timestamp,concept_term,snomed_id,fsn,semantic_tag,definition_status,parents,grandparents,children,siblings
2026-02-12T19:26:14.105915,Stachybotrys chartarum,418469000,Stachybotrys chartarum (organism),organism,Primitive,Stachybotrys,Class Ascomycetes|Mitosporic Ascomycota|Form family Dematiaceae,,Stachybotrys parvispora|Stachybotrys alternans
2026-02-12T19:26:25.827477,Fracture of phalanx of finger of left hand,1303399008,Fracture of phalanx of finger of left hand (disorder),disorder,Fully defined,Fracture of phalanx of finger|Injury of finger of left hand|Fracture of bone of left hand,Fracture of left upper limb|Finding of musculoskeletal structure of finger|Lesion of bone of left hand|Fracture of phalanx of hand|Injury of finger|Fracture of hand|Injury of left hand,Fracture of proximal phalanx of left middle finger|Closed fracture of phalanx of finger of left hand|Pathological fracture of phalanx of finger of left hand|Open fracture of phalanx of finger of left hand,Rupture of ligament of finger of left hand|Left ring finger intrinsic muscle injury|Burn of left ring finger|Burn of left middle finger|Left index finger intrinsic muscle injury|Left middle finger blood vessel injury|Fracture of phalanx of finger of right hand|Sprain of ligament of metacarpophalangeal joint of left index finger|Open wound of finger of left hand|Fracture of phalanx of index finger|Fracture of proximal phalanx of finger|Fracture of phalanx of left thumb|Sprain of ligament of finger of left hand|Burn of left index finger|Laceration of finger of left hand|Avulsion of fingernail of left hand|Arthritis of finger of left hand due to trauma|Left ring finger blister with infection|Fracture of first metacarpal bone of left hand|Fracture of phalanx of ring finger|Pathological fracture of phalanx of finger|Left index finger blood vessel injury|Fracture of distal phalanx of finger|Frostbite of finger of left hand|Left little finger blood vessel injury|Closed fracture of phalanx of finger|Fracture of middle phalanx of finger|Injury of digital nerve of finger of left hand|Left index finger blister with infection|Closed fracture of left hand|Crush injury of finger of left hand|Open fracture of left hand|Stress fracture of phalanx of finger|Fracture dislocation of finger|Injury of intrinsic muscle of left middle finger|Left middle finger blister with infection|Superficial injury of finger of left hand|Mallet finger of left hand|Open fracture of phalanx of finger|Left little finger intrinsic muscle injury|Contusion of finger of left hand|Left little finger blister with infection|Fracture of phalanx of little finger|Burn of left little finger|Fracture of phalanx of middle finger|Gangrene of finger of left hand|Left ring finger blood vessel injury|Stress fracture of left hand|Closed left finger dislocation|Pathological fracture of left hand|Bilateral gangrene of finger|Fracture of middle AND/OR proximal phalanx of finger
2026-02-12T19:26:33.144700,Astroscopus y-graecum,7578009,Astroscopus y-graecum (organism),organism,Primitive,Family Uranoscopidae - stargazer,Perciformes|Fish,,Gnathagnus egregius|Astroscopus guttatus|Kathetostoma albigutta|Kathetostoma averruncus
2026-02-12T19:26:50.455677,Vaccine product containing only Clostridium tetani and Human poliovirus antigens,871816007,Vaccine product containing only Clostridium tetani and Human poliovirus antigens (medicinal product),medicinal product,Fully defined,Human poliovirus antigen-containing vaccine product|Clostridium tetani antigen-containing vaccine product|Bacteria and virus antigens-containing vaccine product,Virus antigen-containing vaccine product|Bacteria antigen-containing vaccine product,,Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens only vaccine product|Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type b and Human poliovirus antigens only vaccine product|Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type b antigens only vaccine product|Clostridium tetani antigen only vaccine product|Human poliovirus antigen only vaccine product|Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus and Measles morbillivirus antigens only vaccine product|Acellular Bordetella pertussis and Corynebacterium diphtheriae and Hepatitis B virus and inactivated whole Human poliovirus antigens only vaccine product|Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens only vaccine product|Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Hepatitis B virus antigens only vaccine product|Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type b and Hepatitis B virus antigens only vaccine product|Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type b and Human poliovirus antigens only vaccine product|Acellular Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Hepatitis B and inactivated whole Human poliovirus antigens only vaccine product|Clostridium tetani and Corynebacterium diphtheriae antigens only vaccine product|Clostridium tetani toxoid antigen-containing vaccine product|Clostridium tetani and Corynebacterium diphtheriae and Hepatitis B virus antigens only vaccine product|Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens only vaccine product|Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type b and Hepatitis B virus and Human poliovirus antigens only vaccine product|Hepatitis A virus and Salmonella enterica subspecies enterica serovar Typhi antigens only vaccine product|Haemophilus influenzae type b and Hepatitis B virus antigens only vaccine product
2026-02-12T19:26:58.768641,Single photon emission computed tomography system,717313001,Single photon emission computed tomography system (physical object),physical object,Primitive,Device system,Device,,"Water purification system|Water jet catheter system, renal|Blood-processing autotransfusion system|Closed-circuit television system|Orthodontic appliance system, progressive|Intraocular pressure-reducing system|Pulsed signal therapy system|Venous adhesive occlusion system|Endotracheal secretion monitoring system|Behavioral therapy electrical stimulation system|Iontophoresis system|Shaver system|Proton therapy system|Radiation solid-state semiconductor system|Intravascular heating/cooling system|Tray conveying system|Information system|Pulse oximetry telemetric monitoring system|Implantable sleep apnea treatment system|Cardiovascular-risk peripheral arterial tonometry system|Cell culture environment monitoring system|Fluoroscopic x-ray system video image recording unit|Endoscopic video imaging system|Retinal prosthesis system|Surgical instrument container system|Infrared thermography system|Somatosensory electrical stimulation system|Neurophysiologic monitoring system|Ultrasonic body-contouring system|Two-piece ostomy system|Nitrous oxide environmental alarm system|Endomicroscopy system|Noninvasive multiple cardiovascular measurement unit|Full-body magnetic resonance imaging system|Dental/oral lavage system|Middle ear implant system|Spine thermoplastic splint system|Olfactometry system|Abdominal fluid shunt system|Deep brain electrical stimulation system|Percutaneous incontinence-control electrical stimulation system|Video camera patient positioning/tracking system camera|Erectile dysfunction vacuum therapy system|Therapeutic ultrasound system|Solvent recycling system|Gastric lavage system|Specimen x-ray system|Breast imaging system|Line-powered ENT shaver system|Scoliosis-treatment electrical stimulation system|Transcutaneous electrical neural stimulation system|Olfactometry system odor delivery unit|Alternating electric field antimitotic cancer treatment system|Telephone transmitter/receiver system|Orthodontic appliance system, adjustable|Transportable physiologic monitoring system|Implantable intrathecal access system|Wearable defibrillation system|Robotic surgical system|Auditory brainstem implant system|SPECT system, annular detector array|X-ray film changing system|Dental ozone system|Dental implant system|Extremity magnetic resonance imaging system|Craniotomy system|Cooling utility supply system|Magnetocardiography system|Arm self-molding splint system|Line-powered surgical saw system|Analgesic electrical stimulation system|Pleural drainage system|Video capsule endoscopy system|Dental delivery system|Otoacoustic emission system, battery-powered|Gastroduodenal motility analysis system|Leg thermoplastic splint system|Contrast medium injection system|Stereotactic neuronavigation/planning system|Electroporation therapy system|Nuclear medicine system|Ear canal lavage system|Retinal optical coherence tomography system|Ultrasonic nebulizing system|Operating light system|Pneumatic trabeculoplasty system|External beam radiation therapy radionuclide contour detection system|Pressure-controlled intermittent coronary sinus occlusion system|Magnetic cell separation system|Transseptal access system|Acupuncture electrical stimulation system|Nerve-locating system|Medication management system, centralized|Needle-free insulin delivery system|Medication management system, decentralized|Donor-organ preservation/transport system|Spectral-domain optical coherence tomography system|Breath-hold system|Non-linear accelerator system|Hemofiltration system"
2026-02-12T19:27:12.737561,Measurement of Influenza A virus antibody and Influenza B virus antibody,117817000,Measurement of Influenza A virus antibody and Influenza B virus antibody (procedure),procedure,Fully defined,Viral serologic study|Influenza B antibody level|Influenza A antibody level,Measurement of protein in serum or plasma|Serologic test|Measurement of viral antibody,,"Measurement of Rabies virus antibody|Measurement of Avian paramyxovirus 2 antibody|Measurement of Avian paramyxovirus 3 antibody|Measurement of Japanese encephalitis virus antibody|Measurement of Human echovirus antibody|Measurement of Human parainfluenza virus 1 antibody|Measurement of Avian infectious bronchitis virus Conn-42 antibody|Serologic test for Influenza A virus|Measurement of Human parainfluenza virus 3 antibody|Measurement of Influenza A subtype H7N7 antibody|Measurement of Venezuelan equine encephalitis virus antibody|Measurement of Gallid herpesvirus 1 antibody|Measurement of Human T-lymphotropic virus 2 antibody|Human herpes virus serology|Measurement of Newcastle disease virus antibody|Measurement of Dengue virus antibody|Measurement of Avian orthoreovirus antibody|Serology: virus identified|Measurement of Human parvovirus B19 antibody|Bluetongue virus serotype determination|Papilloma virus antibody assay|Measurement of Vaccinia virus antibody|Measurement of Alcelaphine herpesvirus 1 antibody|Measurement of Colorado tick fever virus antibody|Measurement of Caprine arthritis encephalitis virus antibody|Measurement of Simian virus 40 antibody|Measurement of coronavirus antibody|Measurement of Junin virus antibody|Measurement of Cache valley virus antibody|Measurement of Avian encephalomyelitis virus antibody|Serologic test for Influenza B virus|Measurement of Reticuloendotheliosis virus antibody|Measurement of La Crosse virus antibody|Measurement of Bluetongue virus antibody|Measurement of Lassa virus antibody|Caprine parapoxvirus antibody assay|Viral serologic study, paired samples|Measurement of Suid herpesvirus 1 antibody|Measurement of Epizootic hemorrhagic disease virus antibody|Measurement of Ebolavirus antibody|Measurement of Avian infectious bronchitis virus Mass-41 antibody|Measurement of Chicken anemia virus antibody|Measurement of reovirus antibody|Measurement of Human parainfluenza virus 2 antibody|Measurement of Infectious bursal disease virus antibody|Measurement of Human polio virus antibody|Measurement of Anatid herpesvirus 1 antibody|Measurement of Yellow fever virus antibody|Measurement of Fowlpox virus antibody"
2026-02-12T19:27:24.815071,Chronic radiation nephritis,236525007,Chronic radiation nephritis (disorder),disorder,Fully defined,Chronic disease of genitourinary system|Radiation nephritis|Chronic inflammatory disorder,Disorder of the genitourinary system|Effect of ionizing radiation|Disorder caused by radiation|Chronic disease|Nephritis|Inflammatory disorder,,"Thin basement membrane disease|Chronic pelvic inflammatory disease|Chronic periodontitis|Lichen sclerosus|Chronic dacryoadenitis|Follicular urethritis|Chronic appendicitis|Chronic vaginitis|Chronic colitis|Chronic cystitis|Hypomyelination, hypogonadotropic hypogonadism, hypodontia syndrome|Genital lichen sclerosus|Chronic gastritis|Spastic paraplegia with precocious puberty syndrome|Chronic salpingitis|Chronic parametritis|Intermittent microscopic hematuria|Chronic gonococcal seminal vesiculitis|Intermittent frank hematuria|Chronic prostatitis|Chronic endogenous lipoid pneumonitis|Chronic urinary tract infection|Chronic rejection of renal transplant|Secondary chronic nephritis|Chronic pericarditis|Chronic erythema nodosum|Idiopathic chronic eosinophilic pneumonitis|Matrix stone formation during renal dialysis|Chronic pyometra|Intermittent torsion of testis|Chronic uveitis|Chronic exogenous lipoid pneumonitis|Chronic osteomyelitis|Chronic kidney disease|Chronic tracheitis|Chronic viral carditis|Fibromyositis|Chronic otitis externa|Chronic hypertensive uremia|Chronic pulpitis|Lichen simplex of male genitalia|Chronic tubulointerstitial nephritis|ALECT2 amyloidosis|Diffuse large B-cell lymphoma co-occurrent with chronic inflammation caused by Epstein-Barr virus|Hereditary hollow viscus myopathy|Chronic female pelvic cellulitis|Congenital muscular dystrophy with infantile cataract and hypogonadism syndrome|Chronic gonorrhea of genitourinary tract|Chronic granulomatous tuberculosis|Chronic uterine inflammatory disease|Chronic ulcerative proctitis|Chronic gonococcal urethritis|Chronic candidiasis of vagina during pregnancy|Chronic inversion of uterus|Chronic gouty nephropathy|Chronic osteitis of jaw|Chronic gingivitis|Benign hypertensive heart disease and chronic renal disease|Chronic valvulitis|Chronic perichondritis of pinna|Chronic nephritic syndrome|Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations|Infantile-onset pulmonary alveolar proteinosis, hypogammaglobulinemia|Chronic inflammatory small bowel disease|Chronic toxic interstitial nephritis|Broad ligament laceration syndrome|Chronic retention of urine|Chronic myocarditis|Chronic blepharitis|Chronic bronchitis|Chronic infective balanitis|Progressive cerebellar ataxia with hypogonadism|Chronic abscess of parametrium|Chronic peritonitis|Focal segmental glomerulosclerosis|Spastic paraplegia, nephritis, deafness syndrome|Chronic dermatitis|Chronic lymphadenitis|Chronic glossitis|Chronic viral encephalitis|Persistent proteinuria due to type 2 diabetes mellitus|Chronic ischemic enteritis|Chronic cholangitis|Severe oculo-renal-cerebellar syndrome|Infantile onset panniculitis with uveitis and systemic granulomatosis|Odontoleukodystrophy|Yao syndrome|Chronic subinvolution of uterus|Chronic bronchiolitis|Majeed syndrome|Chronic epididymitis|Chronic radiation proctitis|Encrusted cystitis|Chronic meningitis|Chronic hepatitis|Chronic perioophoritis|Chronic drug-induced renal disease|Chronic inflammation of lacrimal passage|Chronic sinusitis|Chronic laryngitis|Chronic berylliosis|Botryomycosis|Chronic pharyngitis|Hydrocalycosis|Chronic suppurative melioidosis|Chronic lymphangitis|Persistent hematuria|Chronic oophoritis|Chronic bursitis|Chronic pyelonephritis|Mycetoma|Chronic perisalpingitis|Chronic abscess of broad ligament|Chronic otitis media|Chronic orchitis|Boucher Neuhäuser syndrome|Chronic vulvitis|Gold nephropathy|Intermittent gestational proteinuria|Chronic pancreatitis|Chronic thyroiditis|Chronic intervillositis of unknown etiology|Chronic granulomatous disease|Chronic idiopathic non-infectious enteritis of intestine|Acute radiation nephritis|Persistent proteinuria due to type 1 diabetes mellitus|Combined immunodeficiency due to RELA haploinsufficiency|Chronic rheumatic carditis|Chronic mastoiditis|Chronic mucositis|Chronic petrositis|Chronic pyelitis|Chronic arthritis|Chronic endophthalmitis|Chronic mastitis|Chronic gonococcal prostatitis|Chronic esophagitis|Chronic edema of penis|Xanthogranulomatous pyelonephritis|Chronic parametritis and pelvic cellulitis|Chronic glomerulonephritis|Chronic ulcer of penis|Acute on chronic cystitis|Polyserositis|Persistent gestational proteinuria|Chronic inflammation of orbit|Chronic endocarditis|Necrobiosis lipoidica"
2026-02-12T19:27:36.525399,Giant retinal tear,232004004,Giant retinal tear (disorder),disorder,Primitive,Retinal tear|Posterior vitreous detachment|Injury of vitreous body,Injury of globe of eye|Injury of retina|Vitreous detachment|Disorder of vitreous body|Break of retina|Injury of orbit|Injury of connective tissue|Rupture of globe|Soft tissue injury|Injury of ocular adnexa,Giant retinal tear of right eye|Giant retinal tear of left eye,Retinitis sclopetaria|Avulsion of vitreous base|Retinal dialysis|Posterior vitreous detachment of left eye|Vitreomacular traction syndrome|Posterior vitreous detachment of right eye|Acute posterior vitreous detachment|Retinal tear of right eye|Retinal tractional tear|Retinal linear tear|Iatrogenic retinal tear|Retinal operculated tear|Retinal U shaped tear|Retinal tear without detachment|Retinal tear of left eye|Chorioretinal rupture
2026-02-12T19:27:48.958721,Structure of lateral surface of upper arm,34894009,Structure of lateral surface of upper arm (body structure),body structure,Primitive,Surface region of upper arm|Upper arm part,Surface region of upper limb|Upper arm structure,Entire lateral surface of upper arm|Subcutaneous tissue structure of lateral surface of upper arm|Skin structure of lateral surface of upper arm,Structure of soft tissue of upper arm|Structure of medial surface of upper arm|Peripheral nerve in upper arm|Structure of posterior surface of upper arm|Bone structure of humerus|Structure of anterior surface of upper arm
2026-02-12T19:27:56.868047,Family Echinorhynchidae,106753006,Family Echinorhynchidae (organism),organism,Primitive,Order Echinorhynchida,Class Palaeacanthocephala,Echinorhynchus|Acanthocephalus,Family Heteracanthocephalidae|Family Pomphorhynchidae|Family Fessisentidae|Family Rhadinorhynchidae
2026-02-12T19:28:11.161345,Embolectomy with catheter of celiac artery by abdominal incision,15905001,Embolectomy with catheter of celiac artery by abdominal incision (procedure),procedure,Fully defined,Embolectomy of abdominal artery|Percutaneous arterial embolectomy|Catheter procedure|Branches of abdominal aorta operations|Abdomen incision,Procedure|Removal from artery of abdomen|Operation on abdominal region|Arterial embolectomy|Trunk incision|Percutaneous embolectomy|Procedure on artery of abdomen|Operative procedure on the arteries of the thorax and abdomen,,"Fluoroscopy of catheter in situ|Reimplantation of inferior mesenteric artery|Thrombectomy with catheter of femoropopliteal vein by abdominal and leg incision|Angioplasty of subclavian artery|Balloon dilation of esophagus|Thrombectomy with catheter of subclavian artery by neck incision|Percutaneous transluminal embolectomy of axillary artery|Embolectomy with catheter of popliteal-tibio-peroneal artery by leg incision|Percutaneous transluminal angioplasty of dialysis fistula using fluoroscopic guidance|Reconstruction of superior mesenteric artery|Gridiron incision|Thrombectomy with catheter of innominate artery by thoracic incision|Thrombectomy with catheter of vena cava by abdominal incision|Incision of ureter|Thrombectomy with catheter of subclavian artery by thoracic incision|Incision of periprostatic tissue|Radial artery puncture for laboratory test|Bypass of celiac artery|Incision of intestine|Attention to catheter|Embolectomy with catheter of innominate artery by arm incision|Thrombectomy with catheter of aortoiliac artery by abdominal incision|Subcostal incision|Incision of ovary|Angioplasty of axillary artery|Percutaneous thrombolysis of common iliac artery|Incision of stomach|Percutaneous transluminal embolectomy of renal artery|Balloon dilation of coarctation of aorta|Fluoroscopic angiography of inferior mesenteric artery using contrast with insertion of stent|Selective vagotomy|Balloon dilation of pyloric stricture|Catheter suction calculus removal|Percutaneous embolectomy of intracranial artery|Incision of abdominal wall|Repair of central venous access catheter|Endarterectomy and angioplasty of neck artery|Percutaneous transluminal angioplasty of celiac artery|Insertion common iliac artery stent|Reconstruction of celiac artery|Manipulation of catheter|Nasotracheobronchial catheter aspiration|Reconstruction of renal artery|Percutaneous thrombolysis of celiac artery|Thrombectomy with catheter of radial artery by arm incision|Heparinizing central line|Reimplantation of superior mesenteric artery|Removal of coronary artery obstruction by percutaneous transluminal balloon with thrombolytic agent|Fogarty embolectomy of artery|Drainage of cyst of pancreas using catheter|Open embolectomy of common iliac artery|Percutaneous thrombolysis of renal artery|Transcatheter mitral valve repair|Midline incision|Thrombolysis of lower limb artery via brachial artery catheter|Incision of prostate|Thrombectomy with catheter of axillary artery by arm incision|Embolectomy with catheter of mesenteric artery by abdominal incision|Incision of thrombosed hemorrhoid|Embolectomy with catheter of innominate artery by neck incision|Highly selective vagotomy|Insertion of renal artery stent|Thrombectomy with catheter of iliac vein by abdominal incision|Irrigation of ventricular intracranial catheter|Endarterectomy of renal artery|Angioplasty of artery of lower extremity|Percutaneous thrombolysis of superior mesenteric artery|Transluminal operations on superior mesenteric artery|Percutaneous transluminal embolectomy of subclavian artery|Percutaneous transluminal dilation of artery using Grunzig catheter|Pulmonary artery wedge pressure monitoring|Ligation of superior mesenteric artery|Incision of abdominal vein|Incision and drainage of perisplenic space|Percutaneous transluminal insertion of stent into superior mesenteric artery|Embolectomy with catheter of innominate artery by thoracic incision|Embolectomy with catheter of subclavian artery by arm incision|Thrombectomy with catheter of vena cava by leg incision|Endarterectomy of celiac artery|Patch repair of inferior mesenteric artery|Inflation of Eustachian tube using balloon|Manual urinary bladder washout through catheter|Implantation of intrathecal implantable access system|Percutaneous balloon dilation of bile duct|Fluoroscopy guided angioplasty of mesenteric artery with contrast|Ureteroscopic endoluminal rupture of stenosis of ureter using balloon|Transcatheter repair of tricuspid valve|Fluoroscopy guided angioplasty with contrast|Roof top incision|Removal of coronary artery obstruction by percutaneous transluminal balloon, single vessel|Balloon cardiac valvotomy|Incision and drainage of subphrenic space|Transcatheter replacement of mitral valve bioprosthesis|Incision of retroperitoneum|Thrombectomy with catheter of subclavian artery by arm incision|Drainage of brain ventricle through previously implanted catheter|Catheter cholecystogram|Removal of catheter|Suction clearance of middle ear|Ligation of renal artery|Percutaneous transluminal catheter embolectomy of carotid artery|Open embolectomy of celiac artery|Retrograde catheter ureteropyelography|Embolectomy of renal artery|Incision of seminal vesicle|Endarterectomy and angioplasty of upper limb artery|Percutaneous thrombolysis of renal artery using fluoroscopic guidance|Percutaneous transluminal embolectomy of bifurcation of aorta|Transcatheter therapy|Balloon dilation of stricture - small intestine|Extraperitoneal incision|Embolectomy with catheter of radial artery by arm incision|Plastic repair of renal artery and end-to-end anastomosis of renal artery|Ligation of celiac artery|Foley catheter long term use|Percutaneous embolectomy of brachial artery|Balloon dilation of colon using fluoroscopic guidance|Balloon dilation of prostate|Bronchoscopy and insertion of intracavitary radioactive isotope using catheter|Balloon dilation of ductus arteriosus|Replacement of dressing of insertion site of vascular catheter|Percutaneous embolectomy of femoral artery|Incision of urinary bladder|Catheter cholangiogram|Embolectomy with catheter of renal artery by abdominal incision|Fluoroscopy guided percutaneous transluminal revascularization of chronic total occlusion of coronary artery with contrast|Catheter ablation of tissue of heart|Embolectomy with catheter of aortoiliac artery by abdominal incision|Percutaneous transluminal embolectomy of vertebral artery|Thrombolysis of access catheter|Fluoroscopic angiography with contrast and atherectomy by cutting balloon|Transapical transcatheter implantation of bioprosthetic mitral valve prosthesis into mitral annuloplasty ring using fluoroscopic and transesophageal echocardiographic guidance|Transluminal operations on renal artery|Fiberoptic catheter method|Endarterectomy of common iliac artery|Balloon dilation of stomach and duodenum using fluoroscopic guidance|Angioplasty of aorta|Epidural catheter care|Conductance catheter method|Transluminal operations on inferior mesenteric artery|Laparotomy|Incision of spleen|Percutaneous nephroscopic balloon dilation of ureter|Embolectomy with catheter of subclavian artery by neck incision|Endoscopic balloon dilation of duodenal papilla|Open embolectomy of suprarenal artery|Thrombectomy with catheter of celiac artery by abdominal incision|Incision and drainage of abdominal abscess|Open embolectomy of inferior mesenteric artery|Balloon dilation of conduit|Balloon dacryoplasty|Ligation of left colic artery|Thrombectomy with catheter of aortoiliac artery by leg incision|Open embolectomy of superior mesenteric artery|Ligation of middle colic artery|Fluoroscopic angiography of celiac artery with contrast and insertion of stent|Transcatheter aortic valve implantation|Reconstruction of inferior mesenteric artery|Endoscopic balloon dilation of bronchus|Biliary tract incision|Fluoroscopic angiography of superior mesenteric artery using contrast with insertion of stent|Ureteroscopic dilation of stricture of ureter using balloon catheter|Embolectomy with catheter of ulnar artery by arm incision|Percutaneous embolectomy of pulmonary artery|Thrombectomy with catheter of ulnar artery by arm incision|Percutaneous transluminal embolectomy of iliac artery|Ligation of right colic artery|Operation on aneurysm of renal artery|Endarterectomy of inferior mesenteric artery|Incision and drainage of iliac fossa|Endarterectomy of superior mesenteric artery|Incision of liver|Angioplasty using paclitaxel coated balloon catheter|Mesenteric artery bypass graft|Repair of common iliac artery|Percutaneous endoluminal balloon rupture of stenosis of pelviureteric junction|Thrombectomy with catheter of axillary vein by arm incision|Patch repair of superior mesenteric artery|Percutaneous transluminal angioplasty of inferior mesenteric artery|Incision and exploration of subdiaphragmatic space|Embolectomy of iliac artery|Ligation of ileocolic artery|Balloon test occlusion|Endovascular renal denervation|Embolectomy of aortoiliac segment|Fluoroscopy guided angioplasty of celiac artery with contrast|Embolectomy with catheter of subclavian artery by thoracic incision|Reimplantation of celiac artery|Fluoroscopy guided angioplasty of renal artery with contrast|Transluminal balloon atrial septostomy|Thrombectomy with catheter of innominate artery by neck incision|Thromboendarterectomy with graft of mesenteric artery|Excision of aberrant renal artery|Patch repair of celiac artery|Injection to subcutaneous drug delivery port|Incision and drainage of subhepatic space|Incision of fallopian tube|Incision of uterus|Catheter suction clot removal|Percutaneous transluminal balloon dilation of anastomosis|Incision and drainage of perigastric space|Occlusion of catheter|Percutaneous thrombolysis of mesenteric artery using fluoroscopic guidance|Transluminal operations on celiac artery|Incision of diaphragm|Reimplantation of renal artery|Ligation of inferior mesenteric artery|Release of celiac artery axis|Transluminal angioplasty|Incision of abdominal artery|Fluoroscopy guided percutaneous radiofrequency ablation of renal artery|Incision of peritoneum|Repair of aneurysm with graft of mesenteric artery|Procedure involving peritoneal dialysis catheter|Angioplasty of branches of abdominal aorta|Embolectomy with catheter of axillary artery by arm incision|Percutaneous embolectomy of popliteal artery|Embolectomy with catheter of aortoiliac artery by leg incision|Repair of aneurysm with graft of celiac artery|Thrombectomy with catheter of iliac vein by leg incision"
2026-02-12T19:28:18.492261,Entire zygomatic arch,272682006,Entire zygomatic arch (body structure),body structure,Primitive,Zygomatic arch structure,Structure of zygomatic bone and/or bone of zygomatic arch,,Temporal process of zygomatic bone|Bone structure of left zygomatic arch|Bone structure of right zygomatic arch|Structure of zygomatic process of temporal bone
2026-02-12T19:28:26.427910,Application of hot water bottle,37353002,Application of hot water bottle (procedure),procedure,Primitive,Application,Introduction procedure,,Applying eye pad and shield|Chelation of cornea|Application of dentine adhesive to tooth|Application of padding to the foot|Clamp and cautery of hemorrhoids|Fiberoptic esophagoscopy and banding of esophageal varices|Painting of vagina|Topical local anesthetic to eye|Application of artificial dermal template|Application of ice|Application of adhesive strapping across umbilicus|Repair of laceration of cornea with application of tissue glue|Instillation|Topical application of oral medication|Corneal collagen cross linking|Application of root canal medication|Applying double eye pad|Spiral binding|Topical vulval chemotherapy|Trypan blue staining of lens capsule|Application of device|Application of heat lamp to perineum|Applying hemostatic swab|Application of ointment|Application of lubricant to eye|Application of hot wax|Painting of warts|Subconjunctival application of mitomycin|Application of dental medication|Repair of filtering bleb by collagen cross linking|Intermittent pneumatic calf-thigh compression|Application of support tights|Application of glass-ionomer dental material to dentin of tooth following fracture of tooth|Topical application of fluoride - tooth|Application of medicament of breast|Application of leeches|Orthopedic device application|Application of compress|Applying ointment to eye|Therapeutic application of vasopneumatic device|Application of hexachlorophene powder to umbilical cord stump|Chiropractic application of heat|Venous clamping procedure|Topical local anesthetic|Revision to closed reduction of dislocation and functional bracing|Rinsing of mouth using fluoride treatment|Caustic applied locally|Primary closed reduction of dislocation and functional bracing|Application of topical agent to skin|Indocyanine green staining of lens capsule|Application of composite dental filling material to dentin of tooth following fracture of tooth|Cytotoxic superficial application|Application of antithromboembolic stockings|Robert Jones bandaging|Application of egg white to female perineal area|Local application of hemostyptics|Application of hemostatic agent to peritoneal cavity|Primary open reduction of dislocation and functional bracing|Application of cosmetic camouflage|Application of make-up to skin|Application to periodontal pocket|Application of lubricant to lips|Direct pulp capping of tooth|Application of chemical hemostatic agents|Application of tracheostomy mask using jet humidifier
2026-02-12T19:28:34.455716,Tilmicosin,792797003,Tilmicosin (substance),substance,Primitive,Virginiamycin,Streptogramin|Cyclic peptide,,Tilmicosin phosphate
2026-02-12T19:28:42.039711,Hypothalamic releasing factor,734789006,Hypothalamic releasing factor (disposition),disposition,Primitive,Hormone,Molecular messenger,,Adrenal hormone|Pancreatic hormone|Pituitary hormone|Sex hormone|Renal hormone|Placental hormone|Hypothalamic hormone|Thyroid hormone|Hypothalamic inhibiting factor|Thymus hormone|Gonad regulating hormone
2026-02-12T19:28:51.714925,Perioral numbness,102601005,Perioral numbness (finding),finding,Fully defined,Numbness of face|Finding of mouth region,Numbness of skin|Finding of head region|Finding of face|Digestive system finding,,Decreased incisal display at rest|Oral motor ataxia|Painful mouth|Lip finding|Soot around mouth|Plain X-ray of oral soft tissue normal|Mouth shape normal|Pruritus of oral soft tissues|Increased incisal display on smiling|Oral cavity finding|Decreased incisal display on smiling|Discomfort in mouth|Increased incisal display at rest|Disease of mouth|Oral piercing|Fetal mouth palpable vaginally|Burning sensation of mouth|Plain X-ray of oral soft tissue abnormal|Minimal maxillary incisor display|Bleeding of mouth|Tattoo of skin of perioral region of face|Circumoral rhytides
2026-02-12T19:28:59.372605,"Electron microscopy study, transmission, examination and report",58145007,"Electron microscopy study, transmission, examination and report (procedure)",procedure,Primitive,Electron microscopic study,Microscopy,,"Electron microscopy of feces|Electron microscopy, consultation, examination and interpretation|Electron microscopy study, examination and report|Electron microscopy technique, staining, thick section|Electron microscopy technique, glass knife making|Electron microscopy of vesicle fluid|Electron microscopy transmission technique, complete|Electron microscopy technique, staining, thin section|Electron microscopy for viral identification rapid|Immunoelectron microscopy study|Scanning electron microscopy study|Electron microscopy for viral identification, smear, transmission"
