timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T15:47:35.152528,claude-sonnet-4-5-20250929,set2,Accidental clorazepate poisoning,Accidental clorazepate poisoning,Clinical finding / Event,Fully defined,Accidental poisoning by benzodiazepine|Clorazepate poisoning,Accidental poisoning by psychotropic agent|Poisoning by benzodiazepine,,Accidental diazepam poisoning|Accidental lorazepam poisoning|Accidental alprazolam poisoning|Accidental chlordiazepoxide poisoning
2026-03-05T15:47:38.712955,claude-sonnet-4-5-20250929,set2,Fetal disorder due to persistent occipito-posterior malposition during labor,Fetal disorder due to persistent occipito-posterior malposition during labor,Clinical finding / Disorder,Fully defined,Fetal disorder due to malpresentation or malposition during labor|Fetal disorder complicating labor and delivery,Fetal disorder|Disorder of fetus or newborn,,Fetal disorder due to breech presentation during labor|Fetal disorder due to transverse lie during labor|Fetal disorder due to face presentation during labor|Fetal disorder due to brow presentation during labor
2026-03-05T15:47:41.874956,claude-sonnet-4-5-20250929,set2,Carnitine acylcarnitine translocase deficiency,Carnitine-acylcarnitine translocase deficiency,Disorder / Disease,Fully defined,Disorder of mitochondrial fatty acid beta-oxidation|Carnitine cycle disorder,Inborn error of metabolism|Metabolic disease,Neonatal carnitine-acylcarnitine translocase deficiency|Late-onset carnitine-acylcarnitine translocase deficiency,Carnitine palmitoyltransferase I deficiency|Carnitine palmitoyltransferase II deficiency|Primary carnitine deficiency
2026-03-05T15:47:44.949367,claude-sonnet-4-5-20250929,set2,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy,Revision of gastrojejunal anastomosis with reconstruction with partial gastrectomy,Procedure,Primitive,Revision of gastrojejunal anastomosis with reconstruction|Partial gastrectomy,Revision of gastrojejunostomy|Gastrectomy|Operation on stomach,,Revision of gastrojejunal anastomosis with reconstruction without partial gastrectomy|Revision of gastroduodenal anastomosis with reconstruction with partial gastrectomy|Revision of gastrojejunal anastomosis without reconstruction with partial gastrectomy
2026-03-05T15:47:48.722546,claude-sonnet-4-5-20250929,set2,Abnormal radial pulse,Abnormal radial pulse,Clinical finding,Fully defined,Abnormal pulse|Finding of radial pulse,Abnormal cardiovascular finding|Cardiovascular finding|Pulse finding,Absent radial pulse|Weak radial pulse|Bounding radial pulse|Irregular radial pulse,Abnormal carotid pulse|Abnormal femoral pulse|Abnormal brachial pulse|Abnormal ulnar pulse|Abnormal dorsalis pedis pulse
2026-03-05T15:47:52.972406,claude-sonnet-4-5-20250929,set2,Accident due to heat in drying room,Accident due to heat in drying room,Adverse event / Occupational accident,Fully defined,Accident due to environmental heat exposure|Occupational accident in industrial facility,Accident due to physical environmental factors|Occupational injury or illness,Burns from hot surfaces in drying room|Heat exhaustion in drying room|Heat stroke in drying room,Accident due to heat in kiln room|Accident due to heat in boiler room|Accident due to heat in furnace room|Accident due to cold in cold storage room
2026-03-05T15:47:55.992216,claude-sonnet-4-5-20250929,set2,Disease caused by Trichinelloidea,Trichinelloidea infectious disease,Disease / Clinical condition,Fully defined,,,Trichinellosis|Trichuriasis,Ascaridoidea infectious disease|Filarioidea infectious disease|Oxyuroidea infectious disease|Rhabditoidea infectious disease
2026-03-05T15:48:01.161339,claude-sonnet-4-5-20250929,set2,Cervical anterior longitudinal ligament sprain,Sprain of anterior longitudinal ligament of cervical spine,Clinical finding / Disorder,Fully defined,Sprain of anterior longitudinal ligament of spine|Cervical spinal ligament sprain,Sprain of ligament of spine|Spinal ligament injury,Sprain of anterior longitudinal ligament at C1-C2|Sprain of anterior longitudinal ligament at C3-C4|Sprain of anterior longitudinal ligament at C5-C6|Sprain of anterior longitudinal ligament at C7-T1,Cervical posterior longitudinal ligament sprain|Cervical interspinous ligament sprain|Cervical ligamentum flavum sprain|Thoracic anterior longitudinal ligament sprain|Lumbar anterior longitudinal ligament sprain
2026-03-05T15:48:04.232790,claude-sonnet-4-5-20250929,set2,Entire costal groove of eighth rib,Entire costal groove of eighth rib,Body structure,Fully defined,,,,Entire costal groove of first rib|Entire costal groove of second rib|Entire costal groove of third rib|Entire costal groove of fourth rib|Entire costal groove of fifth rib|Entire costal groove of sixth rib|Entire costal groove of seventh rib|Entire costal groove of ninth rib|Entire costal groove of tenth rib|Entire costal groove of eleventh rib|Entire costal groove of twelfth rib
2026-03-05T15:48:07.424739,claude-sonnet-4-5-20250929,set2,Myxopapillary ependymoma of brain,Myxopapillary ependymoma of brain,Morphologic abnormality / Neoplasm,Fully defined,Ependymoma of brain|Myxopapillary ependymoma,Ependymal tumor|Glioma|Neoplasm of brain,,Papillary ependymoma of brain|Anaplastic ependymoma of brain|Clear cell ependymoma of brain|Tanycytic ependymoma of brain
2026-03-05T15:48:11.522029,claude-sonnet-4-5-20250929,set2,Repositioning of cardioverter/defibrillator leads,Repositioning of cardioverter/defibrillator leads,Procedure,Primitive,Repositioning of cardiac device leads|Adjustment of implantable cardiac device,Cardiac device procedure|Cardiovascular procedure,Repositioning of implantable cardioverter-defibrillator atrial lead|Repositioning of implantable cardioverter-defibrillator ventricular lead,Repositioning of cardiac pacemaker leads|Removal of cardioverter/defibrillator leads|Replacement of cardioverter/defibrillator leads|Revision of cardioverter/defibrillator pulse generator
2026-03-05T15:48:16.213911,claude-sonnet-4-5-20250929,set2,Buttiauxella brennerae,Buttiauxella brennerae,Bacterial species,Fully defined,,,,Buttiauxella agrestis|Buttiauxella ferragutiae|Buttiauxella gaviniae|Buttiauxella izardii|Buttiauxella noackiae|Buttiauxella warmboldiae
2026-03-05T15:48:20.821303,claude-sonnet-4-5-20250929,set2,Position of testicle,Testicular position,Observable entity / Anatomical location attribute,Fully defined,Position of male genital organ|Anatomical position,Position of body structure|Anatomical attribute,Descended testicular position|Undescended testicular position|Ectopic testicular position,Position of epididymis|Position of spermatic cord|Position of scrotum|Position of penis
2026-03-05T15:48:24.528898,claude-sonnet-4-5-20250929,set2,Accidental lomustine poisoning,Accidental poisoning by lomustine,Clinical finding / Poisoning event,Fully defined,Accidental poisoning by antineoplastic agent|Lomustine poisoning,Accidental poisoning by systemic agent|Poisoning by antineoplastic agent,,Accidental poisoning by carmustine|Accidental poisoning by chlorambucil|Accidental poisoning by cyclophosphamide|Accidental poisoning by busulfan|Accidental poisoning by melphalan
2026-03-05T15:48:28.194805,claude-sonnet-4-5-20250929,set2,Hemangioma of retina of bilateral eyes,Hemangioma of retina of bilateral eyes,Clinical finding / Disorder,Fully defined,Hemangioma of retina|Bilateral retinal disorder,Vascular disorder of retina|Disorder of eye proper|Benign vascular neoplasm,,Hemangioma of retina of right eye|Hemangioma of retina of left eye|Hemangioma of choroid of bilateral eyes|Retinoblastoma of bilateral eyes|Retinal detachment of bilateral eyes
2026-03-05T15:48:32.391117,claude-sonnet-4-5-20250929,set2,Mandelate racemase,Mandelate racemase,Enzyme,Fully defined,Racemase|Isomerase,Enzyme|Protein,"None (specific enzyme, no common narrower terms)",Lactate racemase|Amino acid racemase|Proline racemase|Glutamate racemase
2026-03-05T15:48:35.789227,claude-sonnet-4-5-20250929,set2,Structure of rhomboideus thoracis muscle,Structure of rhomboideus thoracis muscle,Body structure,Fully defined,,,,Structure of intercostal muscle|Structure of subcostal muscle|Structure of transversus thoracis muscle|Structure of levatores costarum muscle|Structure of serratus posterior superior muscle|Structure of serratus posterior inferior muscle
2026-03-05T15:48:40.388215,claude-sonnet-4-5-20250929,set2,Unable to move from lying to sitting,Inability to move from lying to sitting,Clinical finding / Functional limitation,Fully defined,Impaired bed mobility|Difficulty with positional changes|Transfer disability,Mobility limitation|Impaired physical mobility|Activities of daily living impairment,Unable to move from supine to sitting|Unable to move from prone to sitting|Unable to move from side-lying to sitting,Unable to move from sitting to standing|Unable to move from sitting to lying|Unable to roll over in bed|Unable to move from lying to standing
2026-03-05T15:48:45.196739,claude-sonnet-4-5-20250929,set2,Contact lens inserter/remover,Contact lens applicator and remover device,Medical device / assistive tool,Fully defined,Contact lens care device|Ophthalmic instrument|Vision care accessory,Medical equipment|Healthcare product|Personal care device,Soft contact lens inserter|Rigid gas permeable lens inserter|Suction-type lens remover|Pincer-type lens applicator,Contact lens case|Contact lens cleaning solution|Contact lens tweezers|Lens care kit
2026-03-05T15:48:48.671416,claude-sonnet-4-5-20250929,set2,Cytosine deaminase,Cytosine deaminase,Enzyme,Fully defined,Deaminase|Pyrimidine-metabolizing enzyme,Hydrolase|Oxidoreductase (depending on classification system),Bacterial cytosine deaminase|Yeast cytosine deaminase,Adenosine deaminase|Adenine deaminase|Guanine deaminase|AMP deaminase
2026-03-05T15:48:52.257240,claude-sonnet-4-5-20250929,set2,Atrolysin F,Atrolysin F,Metalloproteinase enzyme,Fully defined,Snake venom metalloproteinase|Zinc metalloproteinase,Metalloproteinase|Peptidase|Hydrolase,,Atrolysin A|Atrolysin B|Atrolysin C|Atrolysin E|Adamalysin|Hemorrhagic metalloproteinase-a|Hemorrhagic metalloproteinase-b
2026-03-05T15:48:54.964106,claude-sonnet-4-5-20250929,set2,Entire pupillary margin of iris,Entire pupillary margin of iris,Anatomical structure,Fully defined,,,,Entire ciliary margin of iris|Entire anterior surface of iris|Entire posterior surface of iris
2026-03-05T15:48:59.410883,claude-sonnet-4-5-20250929,set2,Compression hosiery class II below knee stocking flatbed knit made to measure,Compression hosiery class II below knee stocking flatbed knit made to measure,Medical device / therapeutic garment,Fully defined,Compression hosiery class II below knee stocking made to measure|Compression hosiery flatbed knit made to measure|Below knee compression stocking made to measure,Compression hosiery made to measure|Medical compression garments|Therapeutic hosiery,Compression hosiery class II below knee stocking flatbed knit made to measure with open toe|Compression hosiery class II below knee stocking flatbed knit made to measure with closed toe|Compression hosiery class II below knee stocking flatbed knit made to measure with silicone band,Compression hosiery class II below knee stocking circular knit made to measure|Compression hosiery class II thigh stocking flatbed knit made to measure|Compression hosiery class I below knee stocking flatbed knit made to measure|Compression hosiery class III below knee stocking flatbed knit made to measure
2026-03-05T15:49:02.641900,claude-sonnet-4-5-20250929,set2,Entire small subcutaneous vein,Entire small subcutaneous vein,Body structure,Fully defined,,,,Entire large subcutaneous vein|Entire medium subcutaneous vein
2026-03-05T15:49:07.411895,claude-sonnet-4-5-20250929,set2,Operation on pharynx,Operative procedure on pharynx,Procedure,Fully defined,Operation on head and neck structure|Operation on upper digestive tract structure,Surgical procedure|Procedure on body system,Pharyngectomy|Pharyngoplasty|Pharyngotomy|Pharyngoscopy with operative procedure|Repair of pharynx|Excision of lesion of pharynx,Operation on larynx|Operation on esophagus|Operation on oral cavity|Operation on nasal structure|Operation on salivary gland
2026-03-05T15:49:12.223992,claude-sonnet-4-5-20250929,set2,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft,Fluoroscopic angiography of dialysis fistula with contrast and stent graft insertion,Procedure,Fully defined,Angiography of dialysis fistula with contrast|Endovascular stent graft insertion procedure|Fluoroscopic vascular procedure with contrast,Vascular imaging procedure|Endovascular procedure|Diagnostic and therapeutic vascular procedure,Fluoroscopic angiography of brachiocephalic dialysis fistula with contrast and stent graft insertion|Fluoroscopic angiography of radiocephalic dialysis fistula with contrast and stent graft insertion,Fluoroscopic angiography of dialysis fistula with contrast and balloon angioplasty|Fluoroscopic angiography of dialysis graft with contrast and stent graft insertion|Ultrasound guided angiography of dialysis fistula with stent graft insertion
2026-03-05T15:49:15.218155,claude-sonnet-4-5-20250929,set2,Product containing only methotrexate,Product containing only methotrexate,Pharmaceutical / biologic product,Fully defined,,,Product containing only methotrexate in oral dose form|Product containing only methotrexate in parenteral dose form,Product containing only mercaptopurine|Product containing only fluorouracil|Product containing only cytarabine|Product containing only azathioprine
2026-03-05T15:49:18.937526,claude-sonnet-4-5-20250929,set2,Wart clinic,Wart Treatment Clinic,Healthcare facility / Medical service unit,Fully defined,Dermatology clinic|Specialized outpatient clinic,Specialty clinic|Ambulatory care facility|Healthcare facility,Plantar wart clinic|Genital wart clinic|Pediatric wart clinic,Acne clinic|Psoriasis clinic|Skin cancer clinic|Eczema clinic|Mole removal clinic
2026-03-05T15:49:21.957419,claude-sonnet-4-5-20250929,set2,Hemoglobin Dagestan,Hemoglobin Dagestan,Abnormal hemoglobin variant,Fully defined,,,,Hemoglobin S|Hemoglobin C|Hemoglobin E|Hemoglobin D|Hemoglobin Lepore|Hemoglobin Constant Spring|Hemoglobin M
2026-03-05T15:49:26.047685,claude-sonnet-4-5-20250929,set2,Substance,Substance,"Entity, material, or thing that exists independently",Primitive,Entity|Physical object|Matter,Thing|Being|Existent,Chemical substance|Pure substance|Compound|Element|Mixture|Material|Drug substance,Property|Quality|Relation|Process|Event|Attribute
2026-03-05T15:49:29.767164,claude-sonnet-4-5-20250929,set2,Family Chlorobiaceae,Family Chlorobiaceae,Taxonomic rank (family-level bacterial taxon),Fully defined,,,Genus Chlorobium|Genus Chlorobaculum|Genus Prosthecochloris|Genus Pelodictyon|Genus Ancalochloris|Genus Chloroherpeton,Family Chloroherpetonaceae
2026-03-05T15:49:32.598372,claude-sonnet-4-5-20250929,set2,Structure of pedicle of axis,Structure of pedicle of axis,Body structure,Fully defined,,,,Structure of pedicle of third cervical vertebra|Structure of pedicle of fourth cervical vertebra|Structure of pedicle of fifth cervical vertebra|Structure of pedicle of sixth cervical vertebra|Structure of pedicle of seventh cervical vertebra
2026-03-05T15:49:35.914848,claude-sonnet-4-5-20250929,set2,Bone structure of L4,Bone structure of fourth lumbar vertebra,Body structure,Fully defined,,,Vertebral body of fourth lumbar vertebra|Vertebral arch of fourth lumbar vertebra|Spinous process of fourth lumbar vertebra|Transverse process of fourth lumbar vertebra,Bone structure of L1|Bone structure of L2|Bone structure of L3|Bone structure of L5
2026-03-05T15:49:38.763660,claude-sonnet-4-5-20250929,set2,Lasègue's arm sign,Lasègue's sign (arm),Clinical sign / Physical examination finding,Fully defined,,,,Babinski sign|Brudzinski sign|Kernig sign|Romberg sign|Hoffmann sign
2026-03-05T15:49:42.228202,claude-sonnet-4-5-20250929,set2,Neuroendocrine tumor of middle ear,Neuroendocrine tumor of middle ear,Neoplastic disease / Morphologic abnormality,Primitive,Neuroendocrine tumor of ear|Neoplasm of middle ear,Neuroendocrine neoplasm|Neoplasm of ear,,Neuroendocrine tumor of external ear|Neuroendocrine tumor of inner ear|Adenoma of middle ear|Carcinoma of middle ear|Paraganglioma of middle ear
2026-03-05T15:49:44.986043,claude-sonnet-4-5-20250929,set2,Extension Namespace {1000194},Extension Namespace {1000194},Namespace concept,Fully defined,,,,Module Namespace {1000196}
2026-03-05T15:49:50.930173,claude-sonnet-4-5-20250929,set2,Fracture of third rib,Fracture of third rib,Clinical finding / Disorder,Fully defined,Fracture of rib|Disorder of third rib,Fracture of bone|Disorder of rib,Closed fracture of third rib|Open fracture of third rib,Fracture of first rib|Fracture of second rib|Fracture of fourth rib|Fracture of fifth rib|Fracture of sixth rib|Fracture of seventh rib|Fracture of eighth rib|Fracture of ninth rib|Fracture of tenth rib|Fracture of eleventh rib|Fracture of twelfth rib
2026-03-05T15:49:53.843084,claude-sonnet-4-5-20250929,set2,Overriding tricuspid valve,Overriding tricuspid valve,Congenital cardiovascular malformation,Fully defined,,,,Tricuspid atresia|Tricuspid stenosis|Tricuspid regurgitation|Ebstein anomaly|Dysplasia of tricuspid valve
2026-03-05T15:49:57.548051,claude-sonnet-4-5-20250929,set2,Cerebellar laceration with open intracranial wound,Cerebellar laceration with open intracranial wound,Clinical finding / Traumatic injury,Fully defined,Cerebellar laceration|Open intracranial wound|Traumatic brain injury with open wound,Traumatic brain injury|Injury of head|Intracranial injury,,Cerebral laceration with open intracranial wound|Brainstem laceration with open intracranial wound|Cerebellar contusion with open intracranial wound
2026-03-05T15:50:00.493227,claude-sonnet-4-5-20250929,set2,Sacral spinal cord injury without bone injury,Sacral spinal cord injury without bone injury,Clinical finding / Injury,Fully defined,Spinal cord injury without bone injury|Sacral spinal cord injury,Spinal cord injury|Injury of sacral region,Traumatic sacral spinal cord injury without bone injury|Non-traumatic sacral spinal cord injury without bone injury,Cervical spinal cord injury without bone injury|Thoracic spinal cord injury without bone injury|Lumbar spinal cord injury without bone injury
2026-03-05T15:50:04.550820,claude-sonnet-4-5-20250929,set2,Dehydrated hereditary stomatocytosis,Dehydrated hereditary stomatocytosis,Disorder / Disease,Fully defined,Hereditary stomatocytosis|Hereditary hemolytic anemia,Hemolytic anemia|Hereditary red blood cell disorder|Anemia,Hereditary xerocytosis due to PIEZO1 mutation|Hereditary xerocytosis due to KCNN4 mutation,Overhydrated hereditary stomatocytosis|Familial pseudohyperkalemia|Cryohydrocytosis
2026-03-05T15:50:08.748759,claude-sonnet-4-5-20250929,set2,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection,Clinical drug product,Fully defined,Product containing tinzaparin sodium in conventional release solution for injection dose form|Product containing precisely tinzaparin sodium 20000 unit/1 milliliter,Product containing tinzaparin sodium|Medicinal product,,Product containing precisely tinzaparin sodium 10000 unit/1 milliliter conventional release solution for injection|Product containing precisely tinzaparin sodium 14000 unit/1 milliliter conventional release solution for injection|Product containing precisely tinzaparin sodium 18000 unit/1 milliliter conventional release solution for injection
2026-03-05T15:50:12.096692,claude-sonnet-4-5-20250929,set2,History of mood disorder,History of mood disorder,Clinical finding / Historical context qualifier,Fully defined,History of mental disorder|History of psychiatric disorder,Personal history of clinical finding|Medical history|Clinical history,History of depressive disorder|History of bipolar disorder|History of dysthymic disorder,History of anxiety disorder|History of psychotic disorder|History of personality disorder|History of substance abuse disorder
2026-03-05T15:50:16.075820,claude-sonnet-4-5-20250929,set2,Dislocation of prosthetic joint of elbow,Dislocation of prosthetic joint of elbow,Clinical finding / Disorder,Fully defined,Dislocation of prosthetic joint|Complication of elbow joint prosthesis,Complication of prosthetic device|Disorder of elbow,,Dislocation of prosthetic joint of shoulder|Dislocation of prosthetic joint of hip|Dislocation of prosthetic joint of knee|Mechanical complication of elbow joint prosthesis|Periprosthetic fracture around elbow joint prosthesis
2026-03-05T15:50:20.897943,claude-sonnet-4-5-20250929,set2,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form,Brompheniramine and guaifenesin and hydrocodone only product in oral dose form,Clinical drug (semantic type),Fully defined,Product containing precisely brompheniramine and guaifenesin and hydrocodone (medicinal product)|Medicinal product in oral dose form,Medicinal product|Pharmaceutical / biologic product,Brompheniramine maleate and guaifenesin and hydrocodone bitartrate oral solution|Brompheniramine maleate and guaifenesin and hydrocodone bitartrate oral tablet|Brompheniramine maleate and guaifenesin and hydrocodone bitartrate oral syrup,Product containing only brompheniramine and codeine and guaifenesin in oral dose form|Product containing only brompheniramine and dextromethorphan and guaifenesin in oral dose form|Product containing only brompheniramine and pseudoephedrine and hydrocodone in oral dose form
2026-03-05T15:50:25.335963,claude-sonnet-4-5-20250929,set2,Unable to wash laundry,Inability to perform laundry activities,Activity limitation / Functional disability,Fully defined,Inability to perform household tasks|Self-care limitation|Instrumental activities of daily living (IADL) impairment,Functional limitation|Disability|Activity restriction,Unable to load washing machine|Unable to sort laundry|Unable to hang clothes to dry|Unable to fold laundry|Unable to carry laundry basket,Unable to prepare meals|Unable to perform housecleaning|Unable to shop for groceries|Unable to manage medications|Unable to manage finances
2026-03-05T15:50:29.398998,claude-sonnet-4-5-20250929,set2,Entire corticothalamic fibers of posterior limb of internal capsule,Entire corticothalamic fibers of posterior limb of internal capsule,Anatomical structure / White matter tract,Fully defined,Corticothalamic fibers|White matter of posterior limb of internal capsule,Projection fibers|White matter of internal capsule|Cerebral white matter,,Entire corticopontine fibers of posterior limb of internal capsule|Entire corticobulbar fibers of posterior limb of internal capsule|Entire corticospinal fibers of posterior limb of internal capsule|Entire thalamocortical fibers of posterior limb of internal capsule
2026-03-05T15:50:34.244282,claude-sonnet-4-5-20250929,set2,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection,Clinical drug product,Fully defined,Product containing lidocaine hydrochloride in conventional release solution for injection|Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter|Conventional release solution for injection,Product containing lidocaine hydrochloride|Medicinal product|Solution for injection|Pharmaceutical product,No immediate narrower concepts (specific concentration and formulation),Product containing precisely lidocaine hydrochloride 2 milligrams/1 milliliter conventional release solution for injection|Product containing precisely lidocaine hydrochloride 5 milligrams/1 milliliter conventional release solution for injection|Product containing precisely lidocaine hydrochloride 10 milligrams/1 milliliter conventional release solution for injection
2026-03-05T15:50:37.598536,claude-sonnet-4-5-20250929,set2,Congenital absence of uvula,Congenital absence of uvula,Congenital malformation / Anatomical abnormality,Fully defined,Congenital anomaly of uvula|Congenital absence of soft palate structure,Congenital malformation of palate|Congenital anomaly of oropharynx,,Bifid uvula|Congenital hypoplasia of uvula|Long uvula|Short uvula
2026-03-05T15:50:42.651866,claude-sonnet-4-5-20250929,set2,Streptococcus pyogenes type emm35,Streptococcus pyogenes emm type 35,Bacterial strain/serotype,Fully defined,,Streptococcus (genus)|Pyogenic streptococci,Specific isolates of S. pyogenes emm35|Clinical strains of emm35,Streptococcus pyogenes emm type 1|Streptococcus pyogenes emm type 3|Streptococcus pyogenes emm type 12|Streptococcus pyogenes emm type 28|Streptococcus pyogenes emm type 89|Other emm types (emm1-emm220+)
2026-03-05T15:50:46.633091,claude-sonnet-4-5-20250929,set2,Fracture of mandible involving dental socket,Fracture of mandible involving dental socket,Clinical finding / Disorder,Fully defined,Fracture of mandible|Injury of dental socket,Fracture of facial bone|Injury of jaw region,Fracture of mandible involving mandibular incisor socket|Fracture of mandible involving mandibular canine socket|Fracture of mandible involving mandibular premolar socket|Fracture of mandible involving mandibular molar socket,Fracture of angle of mandible|Fracture of body of mandible|Fracture of condylar process of mandible|Fracture of coronoid process of mandible|Fracture of ramus of mandible|Fracture of symphysis of mandible
2026-03-05T15:50:50.626915,claude-sonnet-4-5-20250929,set2,Foreign body in skin of finger with infection,Infected foreign body in skin of finger,Clinical finding / Disorder,Fully defined,Foreign body in skin with infection|Disorder of finger,Foreign body in skin|Disorder of hand|Skin infection,Infected foreign body in skin of index finger|Infected foreign body in skin of middle finger|Infected foreign body in skin of ring finger|Infected foreign body in skin of little finger|Infected foreign body in skin of thumb,Foreign body in skin of toe with infection|Foreign body in skin of hand with infection|Foreign body in skin of palm with infection
2026-03-05T15:50:54.905608,claude-sonnet-4-5-20250929,set2,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection,Clinical drug product,Fully defined,Product containing naloxone in parenteral dose form|Product containing precisely naloxone hydrochloride|Conventional release solution for injection,Product containing naloxone|Parenteral dose form|Medicinal product,,Product containing precisely naloxone hydrochloride 20 microgram/1 milliliter conventional release solution for injection|Product containing precisely naloxone hydrochloride 1 milligram/1 milliliter conventional release solution for injection|Product containing precisely naloxone hydrochloride 40 microgram/1 milliliter conventional release solution for injection
2026-03-05T15:50:58.411136,claude-sonnet-4-5-20250929,set2,Excisional biopsy of lacrimal sac,Excisional biopsy of lacrimal sac,Procedure,Fully defined,Excision of lacrimal sac|Biopsy of lacrimal sac,Excision of structure of lacrimal apparatus|Biopsy of structure of lacrimal apparatus|Procedure on lacrimal sac,,Incisional biopsy of lacrimal sac|Excisional biopsy of lacrimal gland|Excisional biopsy of lacrimal duct
2026-03-05T15:51:01.936329,claude-sonnet-4-5-20250929,set2,Catatonic posturing,Catatonic posturing,Clinical sign / Motor symptom,Fully defined,,,Catalepsy|Waxy flexibility,Catatonic stupor|Catatonic excitement|Catatonic rigidity|Catatonic negativism|Mannerisms|Stereotypy|Grimacing|Echolalia|Echopraxia
2026-03-05T15:51:06.271497,claude-sonnet-4-5-20250929,set2,Structure of palmaris brevis muscle,Structure of palmaris brevis muscle,Body structure,Fully defined,,,,Structure of lumbricals of hand|Structure of dorsal interosseous muscle of hand|Structure of palmar interosseous muscle of hand|Structure of adductor pollicis muscle|Structure of abductor digiti minimi muscle of hand|Structure of flexor digiti minimi brevis muscle of hand|Structure of opponens digiti minimi muscle of hand
2026-03-05T15:51:09.538105,claude-sonnet-4-5-20250929,set2,Butteroil,Anhydrous milk fat,Dairy product / Food ingredient,Fully defined,Milk fat|Dairy fat product,Animal fat|Dairy product,Clarified butteroil|Refined butteroil,Butter|Ghee|Cream|Anhydrous milk fat fraction
2026-03-05T15:51:13.065250,claude-sonnet-4-5-20250929,set2,Entire ventral posterolateral nucleus of thalamus,Entire ventral posterolateral nucleus of thalamus,Anatomical structure / Brain structure,Fully defined,Entire ventral posterior nucleus of thalamus|Thalamic nucleus,Entire thalamus|Diencephalic structure,Oral part of ventral posterolateral nucleus|Caudal part of ventral posterolateral nucleus,Entire ventral posteromedial nucleus of thalamus|Entire ventral lateral nucleus of thalamus|Entire ventral anterior nucleus of thalamus
2026-03-05T15:51:17.351541,claude-sonnet-4-5-20250929,set2,Anomalous pulmonary venous drainage to right atrium,Anomalous pulmonary venous connection to right atrium,Congenital cardiovascular malformation,Fully defined,Anomalous pulmonary venous connection|Congenital anomaly of pulmonary vein,Congenital anomaly of great vein|Congenital cardiovascular disorder,Total anomalous pulmonary venous connection to right atrium|Partial anomalous pulmonary venous connection to right atrium,Anomalous pulmonary venous connection to coronary sinus|Anomalous pulmonary venous connection to superior vena cava|Anomalous pulmonary venous connection to inferior vena cava|Anomalous pulmonary venous connection to left brachiocephalic vein|Anomalous pulmonary venous connection to portal vein
2026-03-05T15:51:20.598903,claude-sonnet-4-5-20250929,set2,Caries of cervical margin of tooth,Dental caries of cervical margin,Disease / Disorder,Fully defined,Dental caries|Cervical tooth disorder,Dental disease|Tooth disorder,Caries of cervical margin of primary tooth|Caries of cervical margin of permanent tooth,Caries of pit and fissure of tooth|Caries of smooth surface of tooth|Root caries|Interproximal caries
2026-03-05T15:51:25.189827,claude-sonnet-4-5-20250929,set2,Bursitis of shoulder,Bursitis of shoulder,Disease / Disorder,Fully defined,Bursitis|Disorder of shoulder,Disorder of bursa|Disorder of upper limb|Musculoskeletal disorder,Subacromial bursitis|Subdeltoid bursitis|Subscapular bursitis,Tendinitis of shoulder|Capsulitis of shoulder|Rotator cuff syndrome|Adhesive capsulitis of shoulder
2026-03-05T15:51:28.922185,claude-sonnet-4-5-20250929,set2,Laboratory oven,Laboratory oven,Equipment / Apparatus,Fully defined,Oven|Laboratory equipment,Heating equipment|Scientific instrument|Laboratory apparatus,Drying oven|Vacuum oven|Gravity convection oven|Mechanical convection oven|Muffle furnace (laboratory type),Laboratory incubator|Laboratory furnace|Autoclave|Hot plate|Laboratory water bath
2026-03-05T15:51:32.806445,claude-sonnet-4-5-20250929,set2,Assessment using physical function intensive care unit test,Assessment using physical function intensive care unit test,Procedure,Fully defined,,,,Assessment using 6-minute walk test|Assessment using timed up and go test|Assessment using Berg balance scale|Assessment using Barthel index|Assessment using functional independence measure
2026-03-05T15:51:35.971346,claude-sonnet-4-5-20250929,set2,Oral dyskinesia,Oral dyskinesia,Clinical finding / Movement disorder,Fully defined,Dyskinesia|Orofacial dyskinesia,Movement disorder|Extrapyramidal syndrome,Tardive oral dyskinesia|Drug-induced oral dyskinesia,Lingual dyskinesia|Facial dyskinesia|Mandibular dyskinesia|Buccal dyskinesia
2026-03-05T15:51:39.827209,claude-sonnet-4-5-20250929,set2,Family Ranidae,Ranidae,Taxonomic family,Fully defined,,,Genus Rana|Genus Lithobates|Genus Pelophylax|Genus Glandirana|Genus Hydrophylax|Genus Papurana|Genus Pulchrana|Genus Sanguirana,Family Bufonidae|Family Hylidae|Family Dendrobatidae|Family Microhylidae|Family Leptodactylidae|Family Rhacophoridae
